skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
track files,1,0.981,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.15426771,0.15426771,0.14500438,0.12785679,0.009263337,WEF02,MCK01,ESCO_v1.2_2024,0.0
track engagement trends,1,0.645,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19177829,0.19177829,0.19075471,0.19038041,0.0010235757,ESCO01,ESCO02,McKinsey_FutureOfWork_2025,0.0
track cost efficiency,1,0.612,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.17230195,0.17230195,0.13790365,0.07080289,0.034398302,ESCO01,MCK02,WEF_FutureOfJobs_2025,0.0
track client issues,1,0.718,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22877571,0.22877571,0.1368386,0.1347827,0.09193711,ONET02,ESCO01,McKinsey_FutureOfWork_2023,0.0
tools into,1,0.484,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24686988,0.24686988,0.22237101,0.20941763,0.024498865,ONET02,MCK01,McKinsey_FutureOfWork_2025,0.0
tone,1,0.457,DEC03,Routine Maintenance Coding,Decline,-0.3,0.101071045,0.101071045,0.055177968,0.053288057,0.045893077,ONET02,ONET03,McKinsey_FutureOfWork_2023,0.0
plan future needs of storage,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2125227,0.2125227,0.1670821,0.16103405,0.0454406,WEF02,DEC03,ONET_BrightOutlook_2024,0.0
to professional standards,1,0.475,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.22086178,0.22086178,0.21734682,0.20019099,0.0035149604,DEC03,DEC01,McKinsey_FutureOfWork_2025,0.0
plan long term,1,0.598,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.26564494,0.26564494,0.2296615,0.22066501,0.035983443,ESCO01,DEC03,WEF_FutureOfJobs_2025,0.0
plan network solutions,1,0.706,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.23692979,0.23692979,0.2173437,0.20701854,0.019586086,WEF07,MCK04,ESCO_v1.2_2024,0.0
timeliness,1,0.495,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1581941,0.1581941,0.14513063,0.14488268,0.013063461,ONET06,DEC02,ONET_BrightOutlook_2024,0.0
plan,2,0.6735,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.20621635,0.20621635,0.16645572,0.14124393,0.039760634,ESCO01,DEC03,McKinsey_FutureOfWork_2025,0.0
pioneer,1,0.47,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.132955,0.132955,0.10827745,0.09679701,0.024677552,MCK03,WEF07,WEF_FutureOfJobs_2025,0.0
transform healthcare with technology,1,0.625,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.24669467,0.24669467,0.22254466,0.20757782,0.024150014,WEF08,DEC01,McKinsey_FutureOfWork_2025,0.0
performed,1,0.584,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.09772639,0.09772639,0.07874595,0.0715567,0.018980443,MCK03,ONET06,WEF_FutureOfJobs_2023,0.0
transform data,1,0.618,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.20558293,0.20558293,0.19697654,0.1170844,0.008606389,WEF02,WEF01,WEF_FutureOfJobs_2023,0.0
transform complex educational data into actionable insights,1,1.0,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.26380748,0.26380748,0.2343691,0.2268282,0.029438376,MCK03,DEC01,WEF_FutureOfJobs_2025,0.0
perform takeoffs,1,0.763,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.11085241,0.11085241,0.08958836,0.08512853,0.021264054,MCK03,ONET04,ESCO_v1.2_2024,0.0
Transform,1,0.453,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.15424679,0.15424679,0.14609492,0.13044065,0.008151874,MCK03,DEC03,WEF_FutureOfJobs_2025,0.0
train performance,1,0.747,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.1491147,0.1491147,0.122309856,0.117272854,0.026804842,ONET03,ESCO01,McKinsey_FutureOfWork_2025,0.0
train on relational database structures,1,0.653,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.28053823,0.28053823,0.21096246,0.19655573,0.06957577,WEF01,DEC01,ONET_BrightOutlook_2024,0.0
train models,1,0.589,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2124949,0.2124949,0.13399436,0.13397154,0.07850054,ONET03,MCK01,WEF_FutureOfJobs_2025,0.0
train junior resources,1,0.683,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.27539253,0.27539253,0.26966712,0.25816774,0.0057254136,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.0
share ideas,3,0.629,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.21536696,0.21536696,0.20444568,0.194627,0.010921285,DEC03,WEF07,McKinsey_FutureOfWork_2025,0.0
Perform takeoffs — count quantities,1,0.674,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.09980726,0.09980726,0.097991906,0.08648135,0.0018153563,WEF06,ESCO02,ESCO_v1.2_2024,0.0
perform tasks using legal software systems,1,0.829,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.26566198,0.26566198,0.26264954,0.25506452,0.0030124485,ONET06,ESCO02,WEF_FutureOfJobs_2023,0.0
perform tenant-to-tenant migrations,1,0.77,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.20503198,0.20503198,0.17262337,0.11458806,0.03240861,WEF05,ONET01,WEF_FutureOfJobs_2025,0.0
perform termination,1,0.682,DEC03,Routine Maintenance Coding,Decline,-0.3,0.12230173,0.12230173,0.1188977,0.096984774,0.0034040287,DEC01,ONET05,McKinsey_FutureOfWork_2023,0.0
tracking model,1,0.617,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.12204817,0.12204817,0.07462966,0.0626628,0.047418512,ONET06,MCK01,ESCO_v1.2_2024,0.0
perform UAT across all environments,1,0.67,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.22976725,0.22976725,0.20220365,0.14554736,0.027563602,MCK02,WEF06,WEF_FutureOfJobs_2025,0.0
track system performance using monitoring and logging tools,1,0.593,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2579065,0.2579065,0.2058331,0.14864868,0.05207339,DEC03,WEF02,ONET_BrightOutlook_2024,0.0
perform variance analysis,1,0.717,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.11955605,0.11955605,0.10226863,0.09341705,0.017287418,ESCO01,ONET05,WEF_FutureOfJobs_2025,0.0
performance,4,0.56075,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.17091049,0.17091049,0.15280758,0.14401662,0.018102914,DEC02,ONET03,ONET_BrightOutlook_2024,0.0
performant,1,0.514,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.14983504,0.14983504,0.09696508,0.079143465,0.052869953,MCK02,MCK03,WEF_FutureOfJobs_2023,0.0
proactive activities,1,0.54,DEC03,Routine Maintenance Coding,Decline,-0.3,0.24442318,0.24442318,0.21230663,0.19646709,0.032116547,MCK02,MCK04,McKinsey_FutureOfWork_2023,0.0
proactive attitude,1,0.533,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.1779067,0.1779067,0.1471403,0.14341183,0.030766413,MCK04,DEC03,WEF_FutureOfJobs_2025,0.0
proactive mindset,1,0.649,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.27612615,0.27612615,0.1458014,0.14340192,0.13032475,MCK05,WEF07,McKinsey_FutureOfWork_2025,0.0
support the optimization,1,0.55,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.13832793,0.13832793,0.12573251,0.123200424,0.012595415,DEC03,MCK04,WEF_FutureOfJobs_2025,0.0
provide coaching on dashboards,1,0.636,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.22893906,0.22893906,0.2197637,0.17357725,0.00917536,MCK02,DEC03,McKinsey_FutureOfWork_2025,0.0
provide commercial advice,1,0.612,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2123965,0.2123965,0.17698795,0.16901915,0.035408556,ESCO02,DEC03,McKinsey_FutureOfWork_2025,0.0
provide constructive feedback,1,0.645,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18631059,0.18631059,0.16330065,0.097682185,0.023009941,MCK02,WEF07,McKinsey_FutureOfWork_2023,0.0
"provide constructive feedback on quality, design and implementation",1,0.602,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2947568,0.2947568,0.23031393,0.22553691,0.06444287,MCK02,ONET03,McKinsey_FutureOfWork_2023,0.0
provide continuous support,1,0.641,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.25461927,0.25461927,0.23419437,0.14236008,0.020424902,DEC03,MCK02,WEF_FutureOfJobs_2025,0.0
support scalable,1,0.643,DEC02,Legacy Web Development,Decline,-0.4,0.25575435,0.25575435,0.22626472,0.21581917,0.029489636,WEF04,DEC03,Expert_consensus,0.0
support quality monitoring visits,1,0.804,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22659603,0.22659603,0.2002462,0.14229356,0.026349828,ONET02,WEF02,McKinsey_FutureOfWork_2023,0.0
provide customer service,5,0.6182000000000001,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.12757584,0.12757584,0.12059782,0.110406145,0.0069780275,DEC03,ONET06,WEF_FutureOfJobs_2025,0.0
provide customer support,2,0.659,DEC03,Routine Maintenance Coding,Decline,-0.3,0.19789697,0.19789697,0.14251597,0.110603936,0.055381,MCK02,ONET02,McKinsey_FutureOfWork_2023,0.0
support products,1,0.676,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22528969,0.22528969,0.22306325,0.19580825,0.002226442,MCK02,DEC02,McKinsey_FutureOfWork_2023,0.0
support production of performance reports,1,0.657,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.25804517,0.25804517,0.2296332,0.22274138,0.02841197,ESCO02,MCK02,ONET_BrightOutlook_2024,0.0
support production of cyber reporting,1,1.0,WEF03,Cybersecurity,Strong_Growth,0.9,0.26418197,0.26418197,0.24676768,0.23622654,0.017414287,MCK02,DEC03,WEF_FutureOfJobs_2025,0.0
provide detailed instructions,1,0.96,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2847449,0.2847449,0.17827098,0.09373081,0.10647391,DEC01,MCK02,McKinsey_FutureOfWork_2023,0.0
provide detailed reporting on data loss incidents,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2878519,0.2878519,0.28244716,0.26538488,0.0054047406,DEC01,WEF02,ONET_BrightOutlook_2024,0.0
provide direct feedback,1,0.637,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17956369,0.17956369,0.16583951,0.12129731,0.013724178,DEC03,WEF07,McKinsey_FutureOfWork_2025,0.0
support orchestration layers,1,1.0,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2608668,0.2608668,0.2119033,0.20347552,0.048963487,ONET03,DEC02,WEF_FutureOfJobs_2025,0.0
support optimization,1,0.684,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2028371,0.2028371,0.144055,0.10098838,0.0587821,DEC02,MCK05,McKinsey_FutureOfWork_2023,0.0
provide feedback,1,0.834,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18396887,0.18396887,0.16269177,0.09569547,0.0212771,MCK02,ONET03,McKinsey_FutureOfWork_2023,0.0
provide financial insight,1,0.629,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23259012,0.23259012,0.21404989,0.20427485,0.018540233,ESCO02,MCK05,McKinsey_FutureOfWork_2025,0.0
support services,1,0.794,DEC03,Routine Maintenance Coding,Decline,-0.3,0.29247907,0.29247907,0.28000033,0.2478967,0.012478739,ONET02,MCK02,McKinsey_FutureOfWork_2023,0.0
provide better service,1,0.608,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14006098,0.14006098,0.13108918,0.12606896,0.008971795,ONET06,DEC03,ONET_BrightOutlook_2024,0.0
provide forecasting,1,1.0,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.20068958,0.20068958,0.18327367,0.13763615,0.017415911,ONET02,ESCO01,WEF_FutureOfJobs_2025,0.0
provide audit services,1,0.702,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.18257092,0.18257092,0.17399397,0.15849368,0.0085769445,ONET02,DEC01,ESCO_v1.2_2024,0.0
protect nature,1,0.635,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.2321125,0.2321125,0.16436568,0.11183064,0.06774682,WEF06,DEC03,WEF_FutureOfJobs_2025,0.0
support users,1,0.633,DEC03,Routine Maintenance Coding,Decline,-0.3,0.16599555,0.16599555,0.16528529,0.159989,0.00071026385,ONET02,MCK02,McKinsey_FutureOfWork_2023,0.0
support user estates,1,0.751,DEC02,Legacy Web Development,Decline,-0.4,0.12647213,0.12647213,0.11483839,0.076963656,0.011633739,ONET06,ONET02,Expert_consensus,0.0
protected,1,0.484,WEF03,Cybersecurity,Strong_Growth,0.9,0.18690448,0.18690448,0.1824606,0.07739921,0.004443869,MCK05,MCK02,WEF_FutureOfJobs_2025,0.0
protecting the company’s global security posture,1,0.443,WEF03,Cybersecurity,Strong_Growth,0.9,0.27224728,0.27224728,0.19031566,0.18055487,0.08193162,MCK02,MCK05,WEF_FutureOfJobs_2025,0.0
prototype ideas effectively,1,0.715,DEC02,Legacy Web Development,Decline,-0.4,0.25374922,0.25374922,0.2516879,0.2472374,0.0020613074,MCK02,WEF07,Expert_consensus,0.0
support trade lifecycle,1,0.702,DEC03,Routine Maintenance Coding,Decline,-0.3,0.2546474,0.2546474,0.23552331,0.2304132,0.01912409,MCK05,DEC02,McKinsey_FutureOfWork_2023,0.0
support trade capture platforms,1,0.703,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.25934276,0.25934276,0.25595394,0.22219338,0.003388822,MCK02,MCK01,WEF_FutureOfJobs_2025,0.0
Support the production of monthly,1,0.637,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1955065,0.1955065,0.19337574,0.16472039,0.0021307617,ESCO01,ONET02,McKinsey_FutureOfWork_2023,0.0
prototype product designs,1,0.677,DEC02,Legacy Web Development,Decline,-0.4,0.29721287,0.29721287,0.26856807,0.1828824,0.0286448,ONET03,MCK02,Expert_consensus,0.0
provide a warm,1,0.454,DEC03,Routine Maintenance Coding,Decline,-0.3,0.056615956,0.056615956,0.029797712,0.015460776,0.026818244,MCK02,MCK05,McKinsey_FutureOfWork_2023,0.0
provide accurate support,1,0.655,DEC03,Routine Maintenance Coding,Decline,-0.3,0.17209369,0.17209369,0.13422652,0.13229015,0.037867174,DEC01,MCK02,McKinsey_FutureOfWork_2023,0.0
provide actionable feedback,1,0.643,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17564373,0.17564373,0.16337189,0.1362166,0.012271836,DEC03,WEF07,McKinsey_FutureOfWork_2025,0.0
provide administrative assistance,1,0.649,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.22430399,0.22430399,0.2163957,0.19239183,0.007908285,DEC01,MCK02,McKinsey_FutureOfWork_2025,0.0
provide administrative support,2,0.7815000000000001,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.21556474,0.21556474,0.21400718,0.19650823,0.0015575588,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.0
provide advisory / consulting services on risks,1,0.443,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.27972725,0.27972725,0.27349558,0.25944245,0.0062316656,MCK02,ESCO02,WEF_FutureOfJobs_2025,0.0
provide advisory services,2,0.64,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.24195972,0.24195972,0.21386115,0.20187986,0.028098568,WEF07,ONET02,McKinsey_FutureOfWork_2025,0.0
provide application support to internal,1,0.649,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.18955642,0.18955642,0.1833304,0.17577569,0.006226018,DEC03,DEC02,ONET_BrightOutlook_2024,0.0
provide assistance to others,1,0.652,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.21190774,0.21190774,0.20920497,0.15057898,0.0027027726,MCK03,MCK02,WEF_FutureOfJobs_2025,0.0
provide financial management,1,1.0,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.27840614,0.27840614,0.22228019,0.21558703,0.056125954,ONET02,ONET06,ESCO_v1.2_2024,0.0
support operational excellence,1,0.951,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.26567227,0.26567227,0.25726599,0.24382092,0.0084062815,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.0
proactively,2,0.7444999999999999,DEC03,Routine Maintenance Coding,Decline,-0.3,0.17245841,0.17245841,0.14467175,0.082417704,0.027786657,MCK04,MCK02,McKinsey_FutureOfWork_2023,0.0
provide insights into call center performance,1,0.64,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.25968805,0.25968805,0.23767763,0.21626987,0.022010416,ONET02,DEC03,McKinsey_FutureOfWork_2025,0.0
provide IT support,1,0.691,DEC03,Routine Maintenance Coding,Decline,-0.3,0.19002514,0.19002514,0.17638223,0.15216477,0.013642907,MCK02,DEC02,McKinsey_FutureOfWork_2023,0.0
provide L3 support,1,0.667,DEC02,Legacy Web Development,Decline,-0.4,0.14673954,0.14673954,0.13516341,0.11983488,0.011576131,MCK02,ONET06,Expert_consensus,0.0
support Member States in data validation,1,0.669,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.07808537,0.07808537,0.050891016,0.04937527,0.027194355,WEF07,MCK03,WEF_FutureOfJobs_2023,0.0
support Member States in data use,1,0.664,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.17872183,0.17872183,0.15490994,0.14712732,0.023811892,ONET02,ONET06,WEF_FutureOfJobs_2023,0.0
provide oversight services,1,0.597,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.23529154,0.23529154,0.20552497,0.19059423,0.029766575,DEC03,WEF07,ONET_BrightOutlook_2024,0.0
support Member States in data production,1,0.669,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2797321,0.2797321,0.2014696,0.20135377,0.07826251,DEC01,ONET06,ONET_BrightOutlook_2024,0.0
provide performance feedback,1,0.833,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1821918,0.1821918,0.13641211,0.13435586,0.04577969,MCK02,DEC02,McKinsey_FutureOfWork_2023,0.0
support manufacturing operations,1,0.723,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2893266,0.2893266,0.26215494,0.2596454,0.027171671,DEC03,MCK01,McKinsey_FutureOfWork_2025,0.0
provide professional advice,1,0.859,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.16071592,0.16071592,0.1596505,0.14791137,0.0010654181,DEC01,DEC03,McKinsey_FutureOfWork_2025,0.0
provide quantitative services,1,0.576,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.29186675,0.29186675,0.26857105,0.25825748,0.0232957,ONET02,WEF04,ONET_BrightOutlook_2024,0.0
support Intune,1,0.744,DEC03,Routine Maintenance Coding,Decline,-0.3,0.18030764,0.18030764,0.16015992,0.13370772,0.020147726,ONET02,MCK05,McKinsey_FutureOfWork_2023,0.0
provide recommendations to mitigate risks,1,0.728,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.19154724,0.19154724,0.16191433,0.1459032,0.029632911,DEC03,ONET02,WEF_FutureOfJobs_2025,0.0
Provide resources,1,0.503,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26401418,0.26401418,0.23072957,0.2030674,0.03328462,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.0
provide robust governance oversight,1,0.853,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1575027,0.1575027,0.11202102,0.11120905,0.045481674,MCK02,WEF07,McKinsey_FutureOfWork_2023,0.0
provide solutions,1,0.597,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.24580657,0.24580657,0.23828617,0.19204393,0.0075204074,DEC03,ONET06,McKinsey_FutureOfWork_2025,0.0
provide strategic oversight,1,0.839,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27486908,0.27486908,0.19946097,0.19636364,0.075408116,MCK03,DEC03,McKinsey_FutureOfWork_2025,0.0
provide support,3,0.6386666666666666,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1493834,0.1493834,0.13336398,0.1230778,0.016019419,MCK02,MCK03,McKinsey_FutureOfWork_2023,0.0
provide support for direct reports,1,0.68,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.22126758,0.22126758,0.16943851,0.16834944,0.05182907,DEC03,DEC01,McKinsey_FutureOfWork_2025,0.0
provide support to Business Units,1,0.7,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19788761,0.19788761,0.17382891,0.14664155,0.0240587,ESCO02,MCK03,McKinsey_FutureOfWork_2025,0.0
provide IT services,1,0.564,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.25784665,0.25784665,0.24636427,0.23849733,0.011482388,MCK02,ONET06,WEF_FutureOfJobs_2025,0.0
provide insights,1,1.0,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.23061869,0.23061869,0.22498584,0.19023228,0.0056328475,MCK02,MCK03,WEF_FutureOfJobs_2025,0.0
support of,1,0.621,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.15396994,0.15396994,0.14505808,0.1396993,0.008911863,DEC03,MCK02,WEF_FutureOfJobs_2025,0.0
provide input into progressive elaboration of 3D models,1,1.0,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.24185058,0.24185058,0.19861723,0.18088005,0.04323335,ONET03,DEC03,ONET_BrightOutlook_2024,0.0
provide front-of-house service,1,0.781,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.18178268,0.18178268,0.15145639,0.14606425,0.030326292,ONET02,DEC03,WEF_FutureOfJobs_2025,0.0
support National Clinical Governance teams,1,0.667,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.2785178,0.2785178,0.22543857,0.17964603,0.053079247,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.0
provide governance,1,0.574,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.20671223,0.20671223,0.18458708,0.16532166,0.022125155,MCK03,MCK02,ONET_BrightOutlook_2024,0.0
support multiple productions,1,0.644,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2523792,0.2523792,0.195535,0.1763108,0.056844205,DEC02,ONET04,McKinsey_FutureOfWork_2025,0.0
support month-end close process,1,0.674,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.14971392,0.14971392,0.10596495,0.08380513,0.043748967,DEC03,ESCO02,McKinsey_FutureOfWork_2025,0.0
support mission critical liquor systems,1,0.674,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.19367738,0.19367738,0.16278954,0.15299714,0.030887842,MCK03,MCK02,McKinsey_FutureOfWork_2025,0.0
provide hands -on support,1,0.678,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23891659,0.23891659,0.2056502,0.18975843,0.033266395,DEC03,MCK05,McKinsey_FutureOfWork_2025,0.0
provide hands-on support with community events,1,0.693,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.25215623,0.25215623,0.14696978,0.1450266,0.10518645,DEC02,MCK03,McKinsey_FutureOfWork_2025,0.0
provide hands-on support with day-to-day sales activities,1,0.695,DEC03,Routine Maintenance Coding,Decline,-0.3,0.26455832,0.26455832,0.24596776,0.2448343,0.018590555,MCK02,WEF05,McKinsey_FutureOfWork_2023,0.0
provide hands-on support with open days,1,0.688,DEC03,Routine Maintenance Coding,Decline,-0.3,0.23907867,0.23907867,0.17620724,0.13336578,0.06287143,MCK05,MCK02,McKinsey_FutureOfWork_2023,0.0
provide help,1,0.701,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.19373752,0.19373752,0.16246904,0.15595628,0.031268477,DEC03,WEF07,McKinsey_FutureOfWork_2025,0.0
support mission critical corporate systems,1,0.676,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.29991314,0.29991314,0.29389367,0.2817443,0.006019473,MCK04,WEF04,McKinsey_FutureOfWork_2025,0.0
provide holistic solutions,1,0.641,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.25020605,0.25020605,0.2489473,0.24222307,0.0012587607,MCK04,DEC03,McKinsey_FutureOfWork_2025,0.0
support Microsoft 365 environment,1,0.676,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.27895817,0.27895817,0.25989506,0.23311833,0.019063115,DEC02,WEF05,WEF_FutureOfJobs_2025,0.0
support Microsoft 365,1,0.743,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2436019,0.2436019,0.21081969,0.19268483,0.032782212,DEC02,ONET06,WEF_FutureOfJobs_2025,0.0
provide in-courtroom presentation of exhibits,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20413682,0.20413682,0.12940012,0.0962113,0.0747367,ESCO02,DEC02,McKinsey_FutureOfWork_2025,0.0
provide independent assessments,1,0.688,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.19113733,0.19113733,0.1714458,0.158242,0.019691527,MCK05,MCK03,ONET_BrightOutlook_2024,0.0
provide information,1,0.509,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.20369652,0.20369652,0.1907149,0.16121346,0.012981623,MCK02,MCK03,WEF_FutureOfJobs_2023,0.0
provide input into progressive elaboration of 2D drawings,1,0.672,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.22097293,0.22097293,0.17144841,0.16537221,0.049524516,ONET04,DEC01,ONET_BrightOutlook_2024,0.0
protect data against unauthorised access,1,0.638,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.13695219,0.13695219,0.13279729,0.13259923,0.0041549057,ONET02,WEF03,ONET_BrightOutlook_2024,0.0
protect data against loss,1,0.604,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.14853084,0.14853084,0.12951207,0.121303014,0.01901877,ONET06,WEF02,ONET_BrightOutlook_2024,0.0
protect data,1,0.563,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.20582819,0.20582819,0.1994195,0.1992403,0.0064086914,WEF03,WEF02,ONET_BrightOutlook_2024,0.0
take ownership of reports,1,0.605,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.1060208,0.1060208,0.08620833,0.06846762,0.019812472,DEC03,ONET02,McKinsey_FutureOfWork_2025,0.0
take ownership of high-impact projects,1,0.759,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2571265,0.2571265,0.25000653,0.16676697,0.0071199834,ESCO01,MCK05,McKinsey_FutureOfWork_2025,0.0
produce presentations,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28766084,0.28766084,0.22256702,0.18215159,0.065093815,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.0
produce quantitative research,1,0.682,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.26707742,0.26707742,0.22155109,0.2102256,0.045526326,ESCO02,WEF06,WEF_FutureOfJobs_2025,0.0
produce research reports,1,0.71,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2594038,0.2594038,0.2177582,0.20516919,0.0416456,ESCO02,DEC01,McKinsey_FutureOfWork_2025,0.0
