skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,mapping_margin,domain_source,future_weight
technical drawing support for globally -distributed naval,1,0.622,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3391297,0.3391297,0.26542613,0.07370356,McKinsey_FutureOfWork_2023,0.13565187454223634
spearhead transformative projects,1,0.649,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33910295,0.33910295,0.2757175,0.06338546,McKinsey_FutureOfWork_2023,0.13564118146896362
conduct engineering checks of drawings,1,0.614,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24661039,0.24661039,0.20798929,0.038621098,ONET_BrightOutlook_2024,0.13563571348786355
Serve as a strategic partner in planning,1,0.541,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3389856,0.3389856,0.25233752,0.08664808,McKinsey_FutureOfWork_2023,0.13559423685073854
support diverse projects,1,0.68,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33897045,0.33897045,0.33623162,0.0027388334,McKinsey_FutureOfWork_2023,0.13558818101882936
provide expertise in operational efficiency,1,0.597,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3389545,0.3389545,0.30084994,0.038104564,McKinsey_FutureOfWork_2023,0.1355818033218384
influence without authority,1,0.887,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14271142,0.14271142,0.12029061,0.022420809,WEF_FutureOfJobs_2023,0.135575845092535
managing a small team of two developers,1,0.651,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3389198,0.3389198,0.26747724,0.071442544,McKinsey_FutureOfWork_2023,0.13556791543960572
lead agency partners,1,0.723,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33890918,0.33890918,0.2848854,0.054023772,McKinsey_FutureOfWork_2023,0.1355636715888977
fostering the technical growth of the engineers,1,0.49,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33889052,0.33889052,0.30642793,0.032462597,McKinsey_FutureOfWork_2023,0.13555620908737184
perform adhoc tasks,1,0.632,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2710944,0.2710944,0.2697634,0.0013310015,McKinsey_FutureOfWork_2023,0.1355472058057785
"blend creativity, organisation and strategy",1,0.613,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3388665,0.3388665,0.31046465,0.028401852,McKinsey_FutureOfWork_2023,0.13554660081863404
quarter -end,1,0.477,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14267556,0.14267556,0.13839702,0.0042785406,WEF_FutureOfJobs_2023,0.13554178550839424
manage relationships in Enterprise accounts,1,0.668,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27107492,0.27107492,0.17808153,0.09299339,ONET_BrightOutlook_2024,0.13553746044635773
support strategic initiatives,2,0.9325,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33882797,0.33882797,0.23058681,0.108241156,McKinsey_FutureOfWork_2023,0.13553118705749512
maximizing the efficiency of,1,0.447,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.22586827,0.22586827,0.09093947,0.1349288,WEF_FutureOfJobs_2023,0.13552096188068388
setting the aesthetic,1,0.515,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2463984,0.2463984,0.1964102,0.04998821,ONET_BrightOutlook_2024,0.13551912233233454
direct activities,1,0.674,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33877635,0.33877635,0.27851954,0.06025681,McKinsey_FutureOfWork_2023,0.13551054000854493
promote professional development,1,0.624,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33877245,0.33877245,0.2719392,0.06683326,McKinsey_FutureOfWork_2023,0.1355089783668518
managing opportunities,1,0.435,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27101773,0.27101773,0.2314825,0.039535224,ONET_BrightOutlook_2024,0.13550886511802673
collaborate with diverse markets,1,0.638,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33877048,0.33877048,0.2895772,0.049193293,McKinsey_FutureOfWork_2023,0.13550819158554078
develop analytical skills,1,0.755,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33873007,0.33873007,0.26631492,0.07241514,McKinsey_FutureOfWork_2023,0.13549202680587769
improve team effectiveness and cohesion,1,0.699,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33869475,0.33869475,0.30450583,0.034188926,McKinsey_FutureOfWork_2023,0.13547790050506592
develop compliance capabilities,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33869147,0.33869147,0.31514603,0.023545444,McKinsey_FutureOfWork_2023,0.13547658920288086
consult with internal clients,1,0.833,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33863366,0.33863366,0.21500081,0.12363285,McKinsey_FutureOfWork_2023,0.135453462600708
challenging projects on a global scale,1,0.419,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33855838,0.33855838,0.3012321,0.037326276,McKinsey_FutureOfWork_2023,0.1354233503341675
process performance metrics,1,0.57,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27080938,0.27080938,0.26019818,0.010611206,ONET_BrightOutlook_2024,0.13540469110012054
working closely with their leadership,1,0.477,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33850694,0.33850694,0.23051,0.10799694,McKinsey_FutureOfWork_2023,0.13540277481079102
Oversee,2,0.5525,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27080202,0.27080202,0.23384553,0.03695649,ONET_BrightOutlook_2024,0.13540101051330566
maintain scalable backend services,1,0.677,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27079937,0.27079937,0.2640139,0.006785482,ONET_BrightOutlook_2024,0.1353996843099594
work with Creative Director,1,0.667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33849308,0.33849308,0.23492141,0.10357167,McKinsey_FutureOfWork_2023,0.1353972315788269
manage people,6,0.6386666666666666,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27079177,0.27079177,0.2565465,0.014245272,ONET_BrightOutlook_2024,0.13539588451385498
execute de-installation projects,1,0.686,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14249891,0.14249891,0.14099747,0.001501441,WEF_FutureOfJobs_2023,0.13537396490573883
lead organizational teams,1,0.668,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3384282,0.3384282,0.2877301,0.0506981,McKinsey_FutureOfWork_2023,0.1353712797164917
oversee all,1,0.467,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2707412,0.2707412,0.21891731,0.051823884,ONET_BrightOutlook_2024,0.13537059724330902
"oversee performance, training, and development needs of the group",1,0.617,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.338406,0.338406,0.30475017,0.033655822,McKinsey_FutureOfWork_2023,0.13536239862442018
drive process improvement,2,0.9115,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2707212,0.2707212,0.17927311,0.09144808,McKinsey_FutureOfWork_2023,0.13536059856414795
mentor junior engineers,4,0.7210000000000001,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33838713,0.33838713,0.27557084,0.06281629,McKinsey_FutureOfWork_2023,0.1353548526763916
develop commercial solutions,1,0.681,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33835822,0.33835822,0.33263606,0.005722165,McKinsey_FutureOfWork_2023,0.13534328937530518
learn and develop,3,0.629,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33834767,0.33834767,0.28564465,0.052703023,McKinsey_FutureOfWork_2023,0.1353390693664551
simulate relevant,1,0.664,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14244506,0.14244506,0.13991006,0.0025350004,WEF_FutureOfJobs_2023,0.13532280474901198
ensure technical excellence,1,0.818,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3382208,0.3382208,0.22918847,0.10903233,McKinsey_FutureOfWork_2023,0.1352883219718933
deploy enterprise-grade solutions,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33818236,0.33818236,0.33281443,0.0053679347,McKinsey_FutureOfWork_2023,0.13527294397354125
enhance skills,2,0.635,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3380533,0.3380533,0.300911,0.037142277,McKinsey_FutureOfWork_2023,0.13522131443023683
serve clients and communities,1,0.635,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33804125,0.33804125,0.2943286,0.043712646,McKinsey_FutureOfWork_2023,0.13521649837493896
commission systems,1,0.619,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33803067,0.33803067,0.2957488,0.042281866,McKinsey_FutureOfWork_2023,0.1352122664451599
promote knowledge sharing.,1,0.517,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33795214,0.33795214,0.24321814,0.094734,McKinsey_FutureOfWork_2023,0.13518085479736328
support project activity,1,0.899,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33792666,0.33792666,0.31231073,0.02561593,McKinsey_FutureOfWork_2023,0.13517066240310668
collaborate with further education colleges,1,0.656,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3378899,0.3378899,0.24274191,0.095148,McKinsey_FutureOfWork_2023,0.1351559638977051
contribute to engineering projects,1,0.996,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3378487,0.3378487,0.31857136,0.019277334,McKinsey_FutureOfWork_2023,0.13513947725296022
leader,4,0.352,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14224048,0.14224048,0.12443033,0.017810151,WEF_FutureOfJobs_2023,0.13512845560908318
work with management team,1,0.659,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3378046,0.3378046,0.21595447,0.12185012,McKinsey_FutureOfWork_2023,0.1351218342781067
believe in teamwork,1,0.882,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33776858,0.33776858,0.2772255,0.06054309,McKinsey_FutureOfWork_2023,0.13510743379592896
align with market,1,0.629,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19300188,0.19300188,0.06654748,0.1264544,WEF_FutureOfJobs_2023,0.13510131686925886
advocate for users,1,0.631,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24563098,0.24563098,0.18199158,0.0636394,ONET_BrightOutlook_2024,0.13509703874588014
demonstrate key capabilities,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33774206,0.33774206,0.31813276,0.019609302,McKinsey_FutureOfWork_2023,0.13509682416915894
monitor market offerings,1,0.639,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.27017015,0.27017015,0.26350877,0.0066613853,ONET_BrightOutlook_2024,0.1350850760936737
lead specific projects,1,0.848,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33763906,0.33763906,0.28234985,0.05528921,McKinsey_FutureOfWork_2023,0.13505562543869018
delivering business impact.,1,0.448,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33761,0.33761,0.23056982,0.10704018,McKinsey_FutureOfWork_2023,0.13504400253295898
contribute to flagship products,1,0.569,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24552788,0.24552788,0.23212428,0.0134035945,ONET_BrightOutlook_2024,0.13504033312201502
provide feedback on the game,1,0.863,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.22503199,0.22503199,0.22017427,0.004857719,ONET_BrightOutlook_2024,0.13501919209957122
define terms,1,1.0,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19288051,0.19288051,0.18747926,0.0054012537,WEF_FutureOfJobs_2023,0.13501635789871214
produce mechanical assemblies that integrate electronics,1,0.608,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.27000222,0.27000222,0.19539234,0.074609876,McKinsey_FutureOfWork_2023,0.13500110805034637
enter confined spaces,1,0.566,WEF03,Cybersecurity,Strong_Growth,0.9,0.1499909,0.1499909,0.1395829,0.010407999,WEF_FutureOfJobs_2023,0.13499181121587753
promote cooperation,1,0.485,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33746153,0.33746153,0.31861573,0.018845797,McKinsey_FutureOfWork_2023,0.13498461246490479
verify,1,0.575,WEF03,Cybersecurity,Strong_Growth,0.9,0.1499742,0.1499742,0.13275096,0.017223239,WEF_FutureOfJobs_2023,0.13497677743434908
understand the broader impact of work,1,0.737,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33739555,0.33739555,0.23401734,0.10337821,McKinsey_FutureOfWork_2023,0.13495821952819825
provide expertise in capacity planning,1,0.593,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3373714,0.3373714,0.28794715,0.04942426,McKinsey_FutureOfWork_2023,0.13494856357574464
communicate confidently with team members,1,0.704,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33735958,0.33735958,0.28988352,0.047476053,McKinsey_FutureOfWork_2023,0.13494383096694948
enhance existing capabilities,1,0.708,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3373434,0.3373434,0.2748559,0.062487483,McKinsey_FutureOfWork_2023,0.13493735790252687
understand networking,1,0.579,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24533916,0.24533916,0.23073697,0.014602184,ONET_BrightOutlook_2024,0.13493653535842898
Works with a wide range of teams,1,0.662,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3373224,0.3373224,0.1889395,0.14838292,McKinsey_FutureOfWork_2023,0.13492896556854247
use Microsoft PowerPoint,3,0.691,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24532261,0.24532261,0.22909504,0.016227573,ONET_BrightOutlook_2024,0.13492743819952013
translate business requirements into technical solutions,1,0.766,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33728093,0.33728093,0.30422637,0.03305456,McKinsey_FutureOfWork_2023,0.134912371635437
support project managers,2,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33726865,0.33726865,0.2682974,0.06897125,McKinsey_FutureOfWork_2023,0.13490746021270753
oversee placement,1,0.613,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26981327,0.26981327,0.24218541,0.027627856,ONET_BrightOutlook_2024,0.13490663468837738
work across external relations,1,0.636,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33725882,0.33725882,0.18217915,0.15507966,McKinsey_FutureOfWork_2023,0.13490352630615235
sweep restroom floors,1,0.566,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26969132,0.26969132,0.16608968,0.103601635,McKinsey_FutureOfWork_2023,0.13484565913677216
work on cutting-edge projects,1,0.592,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33706743,0.33706743,0.3076782,0.029389232,McKinsey_FutureOfWork_2023,0.13482697010040284
monitor routing and switching environments,1,0.676,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2696447,0.2696447,0.16264194,0.107002765,ONET_BrightOutlook_2024,0.13482235372066498
drive application modernization initiatives,1,0.605,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26959902,0.26959902,0.2675367,0.0020623207,McKinsey_FutureOfWork_2023,0.1347995102405548
manage experiential operations,1,0.684,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33697978,0.33697978,0.32096317,0.016016603,McKinsey_FutureOfWork_2023,0.13479191064834595
facilitate creative growth,1,0.67,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3369655,0.3369655,0.25501296,0.08195254,McKinsey_FutureOfWork_2023,0.13478620052337648
provide assurance services,1,0.572,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2695543,0.2695543,0.25628838,0.013265908,ONET_BrightOutlook_2024,0.13477714359760284
communicate well,2,0.6835,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.336922,0.336922,0.2543132,0.08260879,McKinsey_FutureOfWork_2023,0.13476879596710206
connect brands with audiences,1,0.635,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19251677,0.19251677,0.18382895,0.008687824,WEF_FutureOfJobs_2023,0.13476174175739286
write compelling on-air promos,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.1418367,0.1418367,0.1272148,0.0146218985,WEF_FutureOfJobs_2023,0.13474486768245697
develop strategies and timelines,1,0.712,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3368135,0.3368135,0.293765,0.0430485,McKinsey_FutureOfWork_2023,0.13472540378570558
operate ROVs,1,0.589,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26944038,0.26944038,0.21897559,0.050464794,McKinsey_FutureOfWork_2023,0.13472019135951996
communicate information,1,0.649,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33677468,0.33677468,0.27514783,0.06162685,McKinsey_FutureOfWork_2023,0.1347098708152771
support the Education Department’s YouTube channel,1,0.676,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14178601,0.14178601,0.13145852,0.010327488,WEF_FutureOfJobs_2023,0.13469670861959457
implement SDLC processes,1,0.675,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26938203,0.26938203,0.22048391,0.048898116,McKinsey_FutureOfWork_2023,0.1346910148859024
walk sales directors through new tool designs,1,0.924,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33670327,0.33670327,0.2916231,0.045080185,McKinsey_FutureOfWork_2023,0.13468130826950073
implement project controls,1,0.678,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33660653,0.33660653,0.27111724,0.06548929,McKinsey_FutureOfWork_2023,0.13464261293411256
seek synergies,1,0.731,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.1417246,0.1417246,0.10597847,0.035746135,WEF_FutureOfJobs_2023,0.13463837131857873
encourage imagination,1,0.649,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.22435834,0.22435834,0.22035949,0.003998846,ONET_BrightOutlook_2024,0.13461500108242033
pioneer future technologies,1,0.643,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33650315,0.33650315,0.31536978,0.021133363,McKinsey_FutureOfWork_2023,0.13460125923156738
implement Services Oriented Architecture,1,0.652,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26920143,0.26920143,0.25001776,0.019183666,ONET_BrightOutlook_2024,0.1346007138490677
international engagements.,1,0.54,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33649573,0.33649573,0.21234895,0.124146774,McKinsey_FutureOfWork_2023,0.13459829092025757
configuration,5,0.49139999999999995,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26918808,0.26918808,0.18638629,0.08280179,ONET_BrightOutlook_2024,0.13459403812885284
specifications,2,0.474,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.244716,0.244716,0.1941445,0.0505715,ONET_BrightOutlook_2024,0.13459380194544793
create recommendations,1,0.638,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24470104,0.24470104,0.153379,0.09132205,ONET_BrightOutlook_2024,0.1345855735242367
measure KPIs,1,0.692,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.1345761,0.1345761,0.13301378,0.0015623122,WEF_FutureOfJobs_2023,0.13457609713077545
overseeing the performance,1,0.619,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26914248,0.26914248,0.2523665,0.016775966,ONET_BrightOutlook_2024,0.13457123935222626
manage resource requirements,1,0.692,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26911008,0.26911008,0.24822618,0.020883903,ONET_BrightOutlook_2024,0.13455504179000854
guide conversations at a senior level,1,0.837,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33635965,0.33635965,0.25162768,0.084731966,McKinsey_FutureOfWork_2023,0.13454385995864868
understand asset management,1,0.573,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26905003,0.26905003,0.19100177,0.07804826,ONET_BrightOutlook_2024,0.13452501595020294
blaze a trail through uncertainty,2,0.632,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14158717,0.14158717,0.03881427,0.1027729,WEF_FutureOfJobs_2023,0.1345078095793724
writes,1,0.493,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33622786,0.33622786,0.27414978,0.06207809,McKinsey_FutureOfWork_2023,0.13449114561080933
enterprise mindset,1,0.448,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33622512,0.33622512,0.3092653,0.026959836,McKinsey_FutureOfWork_2023,0.13449004888534546
highlight skills,1,0.639,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33616805,0.33616805,0.22170033,0.114467725,McKinsey_FutureOfWork_2023,0.1344672203063965
partnering with sales and,1,0.354,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33615777,0.33615777,0.3044529,0.031704873,McKinsey_FutureOfWork_2023,0.134463107585907
tailor communication to the relevant audience,1,0.924,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3360631,0.3360631,0.21184714,0.124215946,McKinsey_FutureOfWork_2023,0.1344252347946167
understand design validation processes,1,0.711,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24440011,0.24440011,0.24187244,0.002527669,ONET_BrightOutlook_2024,0.13442006260156633
promote collaborative culture,1,0.674,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3360375,0.3360375,0.23148334,0.10455415,McKinsey_FutureOfWork_2023,0.13441499471664428
serve multi-product stack,1,0.571,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.15812132,0.15812132,0.12874123,0.029380083,WEF_FutureOfJobs_2023,0.1344031199812889
connect with team members,1,0.659,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33599937,0.33599937,0.32329834,0.012701035,McKinsey_FutureOfWork_2023,0.13439974784851075
capability -building strategy,1,0.518,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33595216,0.33595216,0.2431219,0.092830256,McKinsey_FutureOfWork_2023,0.13438086509704592
enhance fan experience,1,0.636,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.22395608,0.22395608,0.18766902,0.036287054,ONET_BrightOutlook_2024,0.13437364697456358
communicate verbally,8,0.68125,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33590445,0.33590445,0.25615364,0.079750806,McKinsey_FutureOfWork_2023,0.13436177968978882
support business development,1,0.644,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3358866,0.3358866,0.30233386,0.033552736,McKinsey_FutureOfWork_2023,0.13435463905334474
understand art,1,0.567,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.22391708,0.22391708,0.21701126,0.006905824,ONET_BrightOutlook_2024,0.134350249171257
identify opportunities to enhance testing processes,1,0.747,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2686862,0.2686862,0.25364918,0.01503703,McKinsey_FutureOfWork_2023,0.13434310257434845
plan and manage airport terminals,1,0.638,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2686806,0.2686806,0.21891855,0.049762055,ONET_BrightOutlook_2024,0.134340301156044
work with remote data,1,0.874,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33583212,0.33583212,0.28465042,0.051181704,McKinsey_FutureOfWork_2023,0.13433284759521485
adopt new tools,1,0.705,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33582786,0.33582786,0.3000193,0.035808563,McKinsey_FutureOfWork_2023,0.13433114290237427
craft messaging,1,0.569,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33582786,0.33582786,0.22196619,0.113861665,McKinsey_FutureOfWork_2023,0.13433114290237427
create visual elements,1,0.714,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24420202,0.24420202,0.18336044,0.060841575,ONET_BrightOutlook_2024,0.13431110978126526
lead complex initiatives,1,0.859,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33573604,0.33573604,0.33389005,0.0018459857,McKinsey_FutureOfWork_2023,0.13429441452026367
collaborate with customers,2,0.591,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.335727,0.335727,0.29114202,0.04458499,McKinsey_FutureOfWork_2023,0.1342908024787903
ensuring all assets meet,1,0.464,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.15798438,0.15798438,0.15029834,0.007686034,WEF_FutureOfJobs_2023,0.13428671956062316
deliver end-to-end SAP SuccessFactors solutions,1,0.574,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3356855,0.3356855,0.31705192,0.018633574,McKinsey_FutureOfWork_2023,0.13427419662475587
build a high-performing team,1,0.677,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33560687,0.33560687,0.21738532,0.11822155,McKinsey_FutureOfWork_2023,0.13424274921417237
influence stakeholders,3,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33558953,0.33558953,0.14941621,0.18617332,McKinsey_FutureOfWork_2023,0.13423581123352052
work with a team,1,0.689,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33553112,0.33553112,0.25592354,0.079607576,McKinsey_FutureOfWork_2023,0.13421244621276857
develop highway designs,1,1.0,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24401176,0.24401176,0.20820747,0.035804287,ONET_BrightOutlook_2024,0.1342064678668976
improve monitoring,1,0.647,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26841086,0.26841086,0.25188094,0.016529918,ONET_BrightOutlook_2024,0.1342054307460785
drive architectural direction,1,1.0,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24399368,0.24399368,0.2118656,0.03212808,ONET_BrightOutlook_2024,0.13419652655720712
manage ETL processes,1,0.67,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26837564,0.26837564,0.26492605,0.003449589,ONET_BrightOutlook_2024,0.13418781757354736
lead transformational initiatives,1,0.649,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3354686,0.3354686,0.255406,0.0800626,McKinsey_FutureOfWork_2023,0.1341874361038208
represent the City at conferences,1,0.632,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.15786584,0.15786584,0.1350305,0.022835344,WEF_FutureOfJobs_2023,0.13418596163392066
support clients' growth and development,1,0.637,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.335463,0.335463,0.27162692,0.06383607,McKinsey_FutureOfWork_2023,0.13418519496917725
write Python scripts,1,0.699,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2683507,0.2683507,0.1894616,0.07888909,McKinsey_FutureOfWork_2023,0.1341753453016281
enable ISVs,1,0.664,WEF03,Cybersecurity,Strong_Growth,0.9,0.14906615,0.14906615,0.1288626,0.020203546,WEF_FutureOfJobs_2023,0.13415953516960144
enhance project innovation,1,0.647,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3353806,0.3353806,0.24985877,0.08552185,McKinsey_FutureOfWork_2023,0.13415224552154542
focus on clients,1,0.628,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33537173,0.33537173,0.21324763,0.122124106,McKinsey_FutureOfWork_2023,0.1341486930847168
lead and coach junior security engineers,1,0.767,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33534855,0.33534855,0.32543606,0.009912491,McKinsey_FutureOfWork_2023,0.13413941860198975
