skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
empower bank operations,1,0.61,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.23009281,0.23009281,0.21888418,0.20752415,0.011208624,WEF05,WEF03,ONET_BrightOutlook_2024,0.11504640430212021
write papers,1,0.631,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2873678,0.2873678,0.27726585,0.15278205,0.010101944,1-Dec,MCK01,McKinsey_FutureOfWork_2023,0.11494711637496949
evaluate business and management practices,1,0.653,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2873453,0.2873453,0.28252208,0.24432263,0.004823208,ONET02,3-Dec,McKinsey_FutureOfWork_2023,0.1149381160736084
communicate openly,1,0.643,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28697738,0.28697738,0.21220769,0.085203536,0.07476969,WEF07,WEF03,McKinsey_FutureOfWork_2023,0.11479095220565796
drive strategic decision-making,2,0.9555,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2866388,0.2866388,0.1878576,0.15974776,0.0987812,WEF07,WEF02,McKinsey_FutureOfWork_2023,0.11465551853179932
hands,4,0.442,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20844866,0.20844866,0.16433498,0.14126895,0.04411368,ONET02,MCK02,ONET_BrightOutlook_2024,0.114646764844656
keep sales processes moving,1,0.803,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.22912428,0.22912428,0.20000756,0.14497036,0.02911672,ONET02,3-Dec,McKinsey_FutureOfWork_2023,0.11456213891506195
design the overall RMN technology ecosystem,1,0.615,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28633922,0.28633922,0.2666973,0.2652936,0.019641936,WEF06,2-Dec,McKinsey_FutureOfWork_2023,0.11453568935394287
be friendly,1,0.678,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.12055206,0.12055206,0.066448584,0.042601373,0.05410348,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.11452445983886718
transform landscape,1,0.645,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.19056784,0.19056784,0.17035319,0.15908246,0.020214647,WEF04,ONET03,ONET_BrightOutlook_2024,0.11434070169925689
thrive in a creative environment,1,0.764,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28579217,0.28579217,0.24212678,0.23981674,0.043665394,2-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.11431686878204346
Coordinates development,1,0.52,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20778354,0.20778354,0.20738897,0.1862922,0.00039456785,ONET04,MCK02,ONET_BrightOutlook_2024,0.11428094431757928
inclusivity,1,0.511,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.120197594,0.120197594,0.07418842,0.04764507,0.046009175,ONET03,3-Dec,WEF_FutureOfJobs_2023,0.1141877144575119
offer services,1,0.567,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22828367,0.22828367,0.21099801,0.18677907,0.01728566,WEF05,MCK02,ONET_BrightOutlook_2024,0.11414183676242828
presenting to senior management,1,0.529,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28534108,0.28534108,0.16616221,0.140213,0.11917888,2-Dec,ONET03,McKinsey_FutureOfWork_2023,0.1141364336013794
support procurement transformation initiative,1,0.649,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2851261,0.2851261,0.24797213,0.22725275,0.03715396,MCK01,3-Dec,McKinsey_FutureOfWork_2023,0.11405043601989746
deliver impact at global scale,1,0.63,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28508407,0.28508407,0.23644611,0.20480263,0.048637956,WEF04,WEF06,McKinsey_FutureOfWork_2023,0.1140336275100708
create documentation,1,0.639,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2846855,0.2846855,0.23141167,0.2073728,0.053273827,1-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.11387419700622559
coordinate activities across multiple projects,1,0.718,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2846445,0.2846445,0.19734357,0.19549881,0.08730094,ONET01,WEF04,McKinsey_FutureOfWork_2023,0.11385780572891235
win as a team,1,0.646,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.11975888,0.11975888,0.08665415,0.086370945,0.033104733,MCK02,ONET01,WEF_FutureOfJobs_2023,0.11377093754708767
demonstrate high accuracy,1,0.705,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.11932186,0.11932186,0.11924273,0.117574565,7.913262e-05,WEF01,1-Dec,WEF_FutureOfJobs_2023,0.11335576735436916
mentor junior team members,2,0.865,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28271645,0.28271645,0.1808214,0.1361204,0.10189505,WEF07,ONET01,McKinsey_FutureOfWork_2023,0.11308658123016357
work with product owners and test engineers to support QA processes,1,0.66,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28269494,0.28269494,0.28258616,0.26216635,0.00010877848,MCK01,WEF07,McKinsey_FutureOfWork_2023,0.11307797431945801
lead digital product capability,1,0.569,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28267998,0.28267998,0.24685685,0.22686473,0.03582312,ONET03,MCK01,McKinsey_FutureOfWork_2023,0.11307199001312257
use innovative approaches,1,0.814,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28251457,0.28251457,0.24356808,0.23342271,0.038946494,ONET03,3-Dec,McKinsey_FutureOfWork_2023,0.11300582885742189
create supportive workplace community,1,0.643,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28205302,0.28205302,0.16668706,0.15969145,0.11536597,ONET03,3-Dec,McKinsey_FutureOfWork_2023,0.11282120943069458
integrate Power Apps with SharePoint Online,1,1.0,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.18792213,0.18792213,0.16582504,0.1347719,0.022097096,WEF05,ONET03,WEF_FutureOfJobs_2023,0.1127532809972763
-sale,1,0.392,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.16084774,0.16084774,0.110404015,0.10933866,0.050443724,MCK01,ONET02,WEF_FutureOfJobs_2023,0.11259341686964035
integration,2,0.5105,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22491252,0.22491252,0.17005391,0.16265503,0.05485861,1-Dec,ONET03,ONET_BrightOutlook_2024,0.11245626211166382
work with camera systems,1,0.579,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.22486813,0.22486813,0.19944645,0.192491,0.025421679,ONET02,MCK02,McKinsey_FutureOfWork_2023,0.11243406683206558
scale high-performing teams,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28095123,0.28095123,0.22772063,0.17106633,0.0532306,ONET01,WEF04,McKinsey_FutureOfWork_2023,0.11238049268722534
understand brand storytelling,1,0.64,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20416816,0.20416816,0.19430245,0.17309721,0.009865701,MCK02,3-Dec,ONET_BrightOutlook_2024,0.11229248568415642
efficient,4,0.4935,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.18711334,0.18711334,0.12892987,0.12836033,0.058183476,3-Dec,1-Dec,WEF_FutureOfJobs_2023,0.11226800680160522
coaching and,1,0.466,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28066447,0.28066447,0.28031117,0.25238496,0.00035330653,ONET01,ONET04,McKinsey_FutureOfWork_2023,0.11226578950881959
drive Sales CRM,1,0.45,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22449696,0.22449696,0.21436307,0.18728912,0.010133892,MCK01,WEF05,ONET_BrightOutlook_2024,0.1122484803199768
work in a distraction-free environment,1,0.636,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28050524,0.28050524,0.25206372,0.22172002,0.028441519,1-Dec,ONET03,McKinsey_FutureOfWork_2023,0.1122020959854126
lead new features,1,0.568,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2802409,0.2802409,0.24466504,0.24391158,0.03557585,MCK01,3-Dec,McKinsey_FutureOfWork_2023,0.11209635734558106
delight users,1,0.68,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20376086,0.20376086,0.12560797,0.114457235,0.078152895,3-Dec,2-Dec,ONET_BrightOutlook_2024,0.11206847429275514
implement integrations with AMM protocols,1,0.698,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.22386388,0.22386388,0.21759668,0.17795709,0.006267205,ONET02,2-Dec,McKinsey_FutureOfWork_2023,0.1119319424033165
understand project constraints,1,0.643,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2035101,0.2035101,0.20069525,0.19658267,0.0028148592,WEF07,ONET04,ONET_BrightOutlook_2024,0.1119305580854416
coordinate service providers,1,0.644,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22385843,0.22385843,0.18811847,0.18592392,0.03573996,MCK02,WEF04,ONET_BrightOutlook_2024,0.11192921549081802
validate,1,0.648,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.11771102,0.11771102,0.1099698,0.10048119,0.0077412203,1-Dec,WEF03,WEF_FutureOfJobs_2023,0.11182547137141227
shape opportunities into actionable plans,1,0.741,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20330659,0.20330659,0.20038202,0.19730656,0.0029245615,ONET04,MCK01,ONET_BrightOutlook_2024,0.11181862205266953
ensure teams deliver high-value outcomes,1,0.694,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27942213,0.27942213,0.20825139,0.1788981,0.07117075,WEF07,3-Dec,McKinsey_FutureOfWork_2023,0.1117688536643982
communicate orally,2,0.6659999999999999,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2793338,0.2793338,0.18819746,0.1245036,0.09113634,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.11173352003097535
connect employees,1,0.641,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2791966,0.2791966,0.223035,0.20985103,0.056161597,WEF07,1-Dec,McKinsey_FutureOfWork_2023,0.11167863607406617
champion a culture of safety,1,0.699,WEF03,Cybersecurity,Strong_Growth,0.9,0.12406321,0.12406321,0.1115374,0.0958041,0.012525812,3-Dec,WEF07,WEF_FutureOfJobs_2023,0.11165688782930375
focus on productivity,1,0.607,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2789269,0.2789269,0.27595022,0.25487423,0.0029766858,WEF06,3-Dec,McKinsey_FutureOfWork_2023,0.11157076358795166
create equitable spaces,1,0.637,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.13121378,0.13121378,0.10488573,0.09258798,0.026328057,WEF07,MCK02,WEF_FutureOfJobs_2023,0.1115317165851593
counsel employees,1,0.684,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27819982,0.27819982,0.22149564,0.2075631,0.05670418,1-Dec,WEF07,McKinsey_FutureOfWork_2023,0.11127992868423463
ensure reliable integrations,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22246031,0.22246031,0.20601498,0.1771623,0.016445339,3-Dec,1-Dec,ONET_BrightOutlook_2024,0.11123015731573105
entities,1,0.517,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22235198,0.22235198,0.18765493,0.16963989,0.034697056,WEF01,WEF07,ONET_BrightOutlook_2024,0.11117599159479141
prevent breaches of international law,1,0.567,WEF03,Cybersecurity,Strong_Growth,0.9,0.12342899,0.12342899,0.09463111,0.076830484,0.02879788,WEF07,3-Dec,WEF_FutureOfJobs_2023,0.11108609363436699
ensures our production analysts,1,0.478,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27741244,0.27741244,0.21641909,0.20279428,0.06099336,ONET02,WEF07,McKinsey_FutureOfWork_2023,0.11096497774124146
drive real growth,1,0.698,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.1847091,0.1847091,0.14324693,0.12618704,0.041462168,WEF02,WEF01,WEF_FutureOfJobs_2023,0.1108254611492157
ensure,1,0.6,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.116485946,0.116485946,0.09788059,0.07397997,0.018605359,WEF03,MCK02,WEF_FutureOfJobs_2023,0.1106616485863924
set up routing technology,1,0.66,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20117244,0.20117244,0.19802764,0.19189519,0.0031448007,MCK02,2-Dec,ONET_BrightOutlook_2024,0.11064484268426895
drive product growth,1,0.786,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.18439819,0.18439819,0.13033715,0.09923122,0.05406104,WEF02,WEF04,WEF_FutureOfJobs_2023,0.11063891351222992
consolidate,1,0.499,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22126159,0.22126159,0.20959896,0.17401417,0.011662632,MCK02,1-Dec,ONET_BrightOutlook_2024,0.11063079535961151
deliver high-impact financial insights,1,0.575,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27645317,0.27645317,0.19973074,0.17915183,0.07672243,WEF02,3-Dec,McKinsey_FutureOfWork_2023,0.1105812668800354
integrate Power Apps with other data sources,1,0.951,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22115475,0.22115475,0.2079263,0.20645331,0.013228446,WEF04,WEF02,ONET_BrightOutlook_2024,0.11057737469673157
create insightful Power BI reporting,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27618995,0.27618995,0.22681266,0.19088721,0.049377292,WEF02,3-Dec,McKinsey_FutureOfWork_2023,0.11047598123550416
evaluate system performance,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22090544,0.22090544,0.17062946,0.1504655,0.05027598,3-Dec,2-Dec,ONET_BrightOutlook_2024,0.11045271903276443
manage risk of derivatives book,1,0.638,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22085696,0.22085696,0.16772169,0.13523488,0.053135276,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.11042848229408264
operate AV equipment,1,0.662,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2206826,0.2206826,0.22000964,0.18332125,0.00067296624,MCK01,WEF07,ONET_BrightOutlook_2024,0.11034130305051804
create new capabilities,1,0.78,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27572063,0.27572063,0.24404302,0.22372675,0.031677604,WEF04,2-Dec,McKinsey_FutureOfWork_2023,0.11028825044631958
gain visibility into decision-making,1,0.841,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2756754,0.2756754,0.1942278,0.19221386,0.08144759,WEF07,ONET03,McKinsey_FutureOfWork_2023,0.11027015447616578
manage digital communications,1,0.701,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27556223,0.27556223,0.26827303,0.25923038,0.007289201,ONET02,WEF05,McKinsey_FutureOfWork_2023,0.11022489070892334
train junior resources,1,0.683,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27543396,0.27543396,0.2276475,0.17461997,0.04778646,1-Dec,2-Dec,McKinsey_FutureOfWork_2023,0.11017358303070068
role,1,0.314,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2752059,0.2752059,0.20331259,0.20109615,0.07189332,ONET02,WEF07,McKinsey_FutureOfWork_2023,0.11008236408233643
Quoted,1,0.435,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.11557325,0.11557325,0.11034084,0.07649684,0.0052324086,WEF01,MCK02,WEF_FutureOfJobs_2023,0.10979458726942538
manage budget,2,0.8335,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.18291904,0.18291904,0.17778245,0.15563506,0.005136594,3-Dec,ONET03,WEF_FutureOfJobs_2023,0.10975142419338225
work with Workato,1,0.562,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27433503,0.27433503,0.27113295,0.2253043,0.0032020807,1-Dec,MCK01,McKinsey_FutureOfWork_2023,0.10973401069641114
support team members,2,0.661,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2739488,0.2739488,0.22362725,0.21604283,0.050321534,3-Dec,WEF07,McKinsey_FutureOfWork_2023,0.10957951545715333
drive transformative initiatives,1,0.806,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2738493,0.2738493,0.22258851,0.21798763,0.0512608,MCK01,WEF04,McKinsey_FutureOfWork_2023,0.10953972339630128
do impactful work,1,0.4,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2737981,0.2737981,0.2174939,0.18635312,0.0563042,1-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.10951924324035645
Work with product owners,2,0.601,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2735691,0.2735691,0.22510237,0.17932759,0.048466742,WEF07,3-Dec,McKinsey_FutureOfWork_2023,0.10942764282226564
set up event-day AV equipment,1,0.629,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.115081325,0.115081325,0.102957085,0.10093672,0.01212424,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.10932725891470908
balance project work,1,0.633,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27322108,0.27322108,0.2532107,0.18033499,0.020010382,3-Dec,ONET03,McKinsey_FutureOfWork_2023,0.10928843021392823
are,1,0.41,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.11501678,0.11501678,0.11262613,0.109581046,0.002390653,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.10926594175398349
maintain supplier performance data,1,0.898,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21837825,0.21837825,0.18483235,0.15051511,0.033545896,1-Dec,3-Dec,ONET_BrightOutlook_2024,0.10918912291526794
flexible,2,0.6855,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19831793,0.19831793,0.19096793,0.1551807,0.0073499978,2-Dec,3-Dec,ONET_BrightOutlook_2024,0.10907486155629159
participate in meetings,1,0.774,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27233642,0.27233642,0.18843612,0.13775489,0.0839003,WEF07,ONET02,McKinsey_FutureOfWork_2023,0.10893456935882569
conduct impactful research,1,0.598,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27195403,0.27195403,0.2180333,0.16276726,0.05392073,ONET03,WEF07,McKinsey_FutureOfWork_2023,0.10878161191940308
implement API endpoints,1,0.724,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.1672589,0.1672589,0.15276282,0.1335152,0.014496088,WEF04,3-Dec,ONET_BrightOutlook_2024,0.10871828719973564
monitor security,1,0.676,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21727437,0.21727437,0.19986136,0.12447917,0.017413005,WEF03,ONET03,ONET_BrightOutlook_2024,0.10863718390464783
work with GraphQL (Apollo),1,0.589,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21721856,0.21721856,0.15884823,0.07894467,0.058370337,WEF02,MCK01,ONET_BrightOutlook_2024,0.10860928148031235
product delivery.,1,0.513,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2709328,0.2709328,0.25290185,0.21217515,0.018030941,WEF05,ONET03,McKinsey_FutureOfWork_2023,0.10837311744689943
align team members with project goals,1,0.658,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2708336,0.2708336,0.26485983,0.1582495,0.005973786,WEF07,3-Dec,McKinsey_FutureOfWork_2023,0.10833344459533692
lead availability strategies,1,0.76,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21654356,0.21654356,0.19107002,0.16492622,0.025473535,MCK02,WEF07,ONET_BrightOutlook_2024,0.1082717776298523
program with Python,1,0.668,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.21628155,0.21628155,0.19099183,0.152131,0.025289714,WEF07,ONET04,McKinsey_FutureOfWork_2023,0.10814077407121658
Provide resources,1,0.509,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2697188,0.2697188,0.21012916,0.1981686,0.05958964,WEF04,ONET02,McKinsey_FutureOfWork_2023,0.10788751840591432
metrics,1,0.493,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21562037,0.21562037,0.2114769,0.15554675,0.0041434616,ONET03,WEF04,ONET_BrightOutlook_2024,0.10781018435955048
Partner,1,0.313,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26934013,0.26934013,0.23616762,0.21130484,0.033172503,WEF07,WEF05,McKinsey_FutureOfWork_2023,0.10773605108261108
implement structure to help team grow,1,0.698,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2691736,0.2691736,0.20862158,0.20428123,0.060552016,2-Dec,WEF07,McKinsey_FutureOfWork_2023,0.10766943693161012
create accessible products,1,0.678,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19570552,0.19570552,0.18361554,0.17425402,0.012089983,MCK02,2-Dec,ONET_BrightOutlook_2024,0.10763803496956827
deliver financial controls,1,0.572,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26908594,0.26908594,0.24023408,0.20528643,0.028851867,1-Dec,WEF05,McKinsey_FutureOfWork_2023,0.10763437747955323
manage team,1,0.827,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26908234,0.26908234,0.20800391,0.19788197,0.06107843,WEF07,ONET02,McKinsey_FutureOfWork_2023,0.10763293504714966
improve how we work,1,0.625,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26897553,0.26897553,0.23242718,0.22372495,0.036548346,WEF07,3-Dec,McKinsey_FutureOfWork_2023,0.10759021043777467
establish goals for team members,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26886648,0.26886648,0.25472668,0.16284741,0.014139801,WEF07,3-Dec,McKinsey_FutureOfWork_2023,0.10754659175872804
operate manual lighting systems,1,0.666,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.21507733,0.21507733,0.1825637,0.18054561,0.03251362,3-Dec,1-Dec,McKinsey_FutureOfWork_2023,0.10753866285085678
ensure robustness of material database system,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21487182,0.21487182,0.18579069,0.18082196,0.029081136,3-Dec,1-Dec,ONET_BrightOutlook_2024,0.1074359118938446
manage internal approvals,1,0.693,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.214633,0.214633,0.19146739,0.17091131,0.023165613,MCK01,MCK02,ONET_BrightOutlook_2024,0.1073165014386177
manufacture glucose monitoring systems,1,0.601,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21450786,0.21450786,0.13811453,0.06584786,0.076393336,WEF06,ONET03,ONET_BrightOutlook_2024,0.10725393146276474
deliver products to customers,1,0.635,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.15320863,0.15320863,0.10842163,0.09591702,0.044786997,MCK02,3-Dec,WEF_FutureOfJobs_2023,0.10724603980779647
user,1,0.51,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19490625,0.19490625,0.1162236,0.10476504,0.078682646,ONET02,WEF07,ONET_BrightOutlook_2024,0.10719843730330468
contribute to existing documentation,1,0.597,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26790693,0.26790693,0.21716765,0.16496477,0.05073929,3-Dec,1-Dec,McKinsey_FutureOfWork_2023,0.10716277360916138
monitor availability,1,0.747,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21429236,0.21429236,0.118450195,0.115091704,0.09584217,WEF04,3-Dec,ONET_BrightOutlook_2024,0.10714618116617203
Abide,1,0.481,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.11270173,0.11270173,0.10171154,0.09001703,0.0109901875,MCK01,2-Dec,WEF_FutureOfJobs_2023,0.10706664249300957
work with market leaders,1,0.63,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2670419,0.2670419,0.22110656,0.18852776,0.045935333,ONET02,WEF05,McKinsey_FutureOfWork_2023,0.10681675672531128
take ownership of professional development goals,1,0.628,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26618797,0.26618797,0.21338776,0.1835846,0.05280021,ONET01,3-Dec,McKinsey_FutureOfWork_2023,0.10647518634796144
oral,1,0.359,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.16371422,0.16371422,0.15815857,0.14883827,0.0055556446,1-Dec,ONET02,ONET_BrightOutlook_2024,0.10641423985362053
taking cues from the event producers.,1,0.543,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26597208,0.26597208,0.2032681,0.12532371,0.06270398,WEF07,ONET04,McKinsey_FutureOfWork_2023,0.10638883113861085
think about a problem,1,0.852,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.111951716,0.111951716,0.10923555,0.065072104,0.0027161688,3-Dec,WEF01,WEF_FutureOfJobs_2023,0.1063541304320097
inspire staff,1,0.63,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26581377,0.26581377,0.22878614,0.2077906,0.037027627,WEF07,1-Dec,McKinsey_FutureOfWork_2023,0.10632550716400146
protect nature,1,0.635,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.17700909,0.17700909,0.1694698,0.14031719,0.007539287,WEF04,WEF03,WEF_FutureOfJobs_2023,0.1062054544687271
understand client requirements,1,0.701,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26551035,0.26551035,0.2343836,0.21397862,0.031126752,2-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.10620414018630982
opportunities,1,0.558,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26515004,0.26515004,0.23960854,0.23391512,0.0255415,WEF05,ONET04,McKinsey_FutureOfWork_2023,0.10606001615524292
work with little supervision,1,0.634,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26510298,0.26510298,0.2223042,0.19041191,0.042798787,1-Dec,MCK01,McKinsey_FutureOfWork_2023,0.10604119300842285
and,1,0.449,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.16301402,0.16301402,0.12639323,0.1256021,0.036620796,ONET04,ONET02,ONET_BrightOutlook_2024,0.10595911592245102
apply PUM,1,0.661,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.16295943,0.16295943,0.1550179,0.10948722,0.007941529,ONET02,WEF05,ONET_BrightOutlook_2024,0.10592362731695175
Clarify missing or unclear information with clients,1,0.74,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2644309,0.2644309,0.19437096,0.1577146,0.070059955,1-Dec,3-Dec,McKinsey_FutureOfWork_2023,0.10577236413955689
apply graphic elements,1,0.728,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19226535,0.19226535,0.17002213,0.07611793,0.022243217,ONET04,2-Dec,ONET_BrightOutlook_2024,0.1057459406554699
partner with territory leaders,1,0.788,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.26415253,0.26415253,0.19449514,0.14721803,0.069657385,WEF04,WEF07,McKinsey_FutureOfWork_2023,0.1056610107421875
drive strategic value,1,0.928,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2640908,0.2640908,0.1415279,0.12351686,0.1225629,WEF05,WEF06,McKinsey_FutureOfWork_2023,0.10563632249832154
build professional relationships,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2638476,0.2638476,0.18672231,0.18086466,0.07712528,1-Dec,WEF07,McKinsey_FutureOfWork_2023,0.10553903579711915
